facility_name,metric_name,facility_metric_value,time_period,animal_description,other_party,animal_age,animal_type,year,year_part,animal_description_match
Special Needs Animal Rescue League- SNA,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Spirit Keeper Animal Sanctuary,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
"Springer Spaniel Rescue, Inc","1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Stacy Rochelle,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Summit County Animal Control,"1/1/2023
 Adult Cats
 In Foster Care",1,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
summit dog rescue,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Sunrise Service Dogs,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Surface Creek Animal Shelter,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Tammy Swanson,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Taysia Blue Siberian Husky Rescue,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Team Leo Animal Rescue,"1/1/2023
 Adult Cats
 In Foster Care",3,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Teller County Regional Animal Shelter,"1/1/2023
 Adult Cats
 In Foster Care",2,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Telluride Humane Society,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
The Biscuit Factory,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
The Feline Fix,"1/1/2023
 Adult Cats
 In Foster Care",9,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
The Gabriel Foundation,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
The Good Dog Rescue,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
the Meeker Cat Coalition,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
The Misfits Dog Rescue,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
The Montrose Bully Breed Club,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
The Old Mutt Hut,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
The Snuggle is Real Animal Rescue,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Tortoise and the Hare Common to Exotic Pets LLC,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of Cheyenne Wells,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of La Veta Animal Shelter,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of Limon Animal Shelter,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of Meeker Animal Control Facility,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of Ordway,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of Plattevile,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of Springfield,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of Walden Animal Shelter,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of Walsh,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Town of Westcliffe,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Trevor's Animal Rescue,"1/1/2023
 Adult Cats
 In Foster Care",1,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Twice Purrfect Feline Rescue,"1/1/2023
 Adult Cats
 In Foster Care",17,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Until They're Home,"1/1/2023
 Adult Cats
 In Foster Care",7,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Up Pup and Away,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Upper Rio Grande Animal Society,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
valley pets,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
"VetCor of Colorado Springs LLC, Red Hill Animal Health Center","1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
"Vintage Dog Rescue, Inc.","1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
W.O.L.F. Sanctuary,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Wagging Dog Rescue,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Walsenburg Animal Shelter,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Western Border Collie Rescue,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
"Westie Rescue Network, Inc.","1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
"Wet Mountain Animal Welfare, LLC","1/1/2023
 Adult Cats
 In Foster Care",6,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Whimpers to Wags Inc,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
White Rose Sanctuary,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Wild Blue Cats,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Wild Willow Sanctuary,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
William Adamson,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
Willow Run Feed and Supply,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
WolfWood,"1/1/2023
 Adult Cats
 In Foster Care",0,1/1/2023, Adult Cats, In Foster Care,Adult,Cats,2023,beginning,adult cats
"2 Blondes All Breed Rescue, Inc.","2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
4 Paws 4 Life Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
5280 Reptile Room North,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
5280 Reptile Room west,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
7 Paws Rescue Ranch,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
9 LIVES RESCUE,"2023
 Adult Cats
 Stray",1,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
A cat rescue out in the sticks,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
A Friend of Jack Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Above and Beyond English Setter Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Adoptable Animal Rescue Force,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Agents of Chaos TNR,"2023
 Adult Cats
 Stray",29,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Airedale Terrier Rescue and Adoption (ATRA),"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
All Aboard Animal Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
all mixed up dog rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
All Points West German Shorthaired Pointer Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Almost Home Adoptions,"2023
 Adult Cats
 Stray",163,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Amigos de los Animales Colorado,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Angels with Paws,"2023
 Adult Cats
 Stray",30,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Angels with Paws,"2023
 Adult Cats
 Stray",31,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Animal Aid of Colorado,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Animal Attraction,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Animal Friends Alliance,"2023
 Adult Cats
 Stray",22,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Animal Kingdom,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Animal Rescue of the Rockies,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Animal Rescue of the Rockies Cat Casita,"2023
 Adult Cats
 Stray",2,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Animal Rescue of the Rockies Just Cats Cat Cottage,"2023
 Adult Cats
 Stray",6,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Animal Welfare & Protection Society,"2023
 Adult Cats
 Stray",50,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Annies Orphans,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Archway Adventures,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Ark-Valley Humane Society,"2023
 Adult Cats
 Stray",48,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Ark-Valley Humane Society,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Aspen/Pitkin County Animal Shelter,"2023
 Adult Cats
 Stray",12,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Australian Shepherds Furever,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Avalon Aviary Bird Store,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Bear Creek Animal Hospital,"2023
 Adult Cats
 Stray",142,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Beasties a pet store & more,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Bernese Mountain Dog Club os the Rockies,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Big Bones Canine Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
"Big Dogs Huge Paws, Inc","2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Black Ops Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Blackhat Humane Society,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Blue Lion Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Bounce Animal Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Breeder Release Adoption Service,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Brighter Days Dog Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Canine Partners of the Rockies,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Cat Care Durango,"2023
 Adult Cats
 Stray",10,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Cat Care Society,"2023
 Adult Cats
 Stray",24,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
cats alive slv,"2023
 Adult Cats
 Stray",1,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Cats League & Assistance of the Western Slope,"2023
 Adult Cats
 Stray",81,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Cats League and Assistance of the Western Slope Adoption Center,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
"Cavalier King Charles Spaniel Club Rescue, Inc.","2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Cavy Care Inc.,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
"Chihuahua & Small Dog Rescue, Inc.","2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Chow Down - Evergreen,"2023
 Adult Cats
 Stray",3,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Circle 2 Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City of Aurora Animal Services,"2023
 Adult Cats
 Stray",230,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City of Brush Animal Shelter,"2023
 Adult Cats
 Stray",40,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City of Burlington Animal Shelter,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City of Cortez Animal Shelter,"2023
 Adult Cats
 Stray",119,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City Of Cripple Creek Animal Shelter,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City of La Junta Animal Shelter,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City of Lamar Animal Shelter,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City of Las Animas / Bent County Shelter,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City of Rocky Ford Animal Shelter,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
City of Wray Animal Shelter,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
CITY OF YUMA ANIMAL SHELTER,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
CLAWA Animal Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Animal Care Foundation,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Animal Rescue,"2023
 Adult Cats
 Stray",48,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Animal Welfare League,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Basenji Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Beagle Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Bullies & More,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Corgis and Friends,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Feline Foster Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Greyhound Adoption,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Herding Dog Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Japanese Chin Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Kitty Coalition,"2023
 Adult Cats
 Stray",4,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Pug Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Puppy Rescue of Colorado,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Reptile Humane Society,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Senior Dog Rescue and Hospice,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado Springs All Breed Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Colorado St Bernard Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
COLORADO WYOMING VIZSLA RESCUE GROUP INC,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Compassion Project Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Cooper's Companions,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
County of Clear Creek Animal Shelter,"2023
 Adult Cats
 Stray",15,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
County of Park Animal Shelter,"2023
 Adult Cats
 Stray",6,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Cuddle Bug Chinchillas,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
"Dalmatian Rescue of Colorado, Inc.","2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
"Dancing Dog Rescue and Recovery Ranch, Inc.","2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Delta County Citizens for Animal Welfare and Shelter,"2023
 Adult Cats
 Stray",11,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
DELTA COUNTY HUMANE SOCIETY,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Demi's Animal Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Denkai Animal Sanctuary,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Denver Animal Shelter,"2023
 Adult Cats
 Stray",754,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Denver Cat Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
DMK Rehoming,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Do Over Dogs A Second Chance At Life,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Dogs Unbroken,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Douglas County Canine Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Dumb Friends League,"2023
 Adult Cats
 Stray",2344,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Dumb Friends League - Veterinary Hospital at CSU Spur,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Dumb Friends League Buddy Center,"2023
 Adult Cats
 Stray",356,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Dumb Friends League San Luis Valley Animal Center,"2023
 Adult Cats
 Stray",124,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Durango Animal Connection,"2023
 Adult Cats
 Stray",3,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Eagle County Animal Shelter and Services,"2023
 Adult Cats
 Stray",65,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Eagle Valley Humane Society,"2023
 Adult Cats
 Stray",9,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Eastern Plains Animal Welfare Alliance-EPAWA,"2023
 Adult Cats
 Stray",57,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
Eaton Animal Den,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
El Paso County Canine Rescue,"2023
 Adult Cats
 Stray",0,2023, Adult Cats, Stray,Adult,Cats,2023,during,adult cats
